proba_HAP,proba_Renovasc,proba_PPGL,proba_HTAe,groupe,name
14.493,17.925,0.687,69.395,atcd_cv_1 / taille_2_0 / ttt_hta_ic_1,G1790
10.957,18.053,1.242,71.338,atcd_cv_1 / atcd_depression_0 / tabac_actif_1,G1791
12.529,15.125,1.72,73.298,anciennete_hta_2_0 / pas_2_1 / ttt_hta_bb_1 / ttt_statine_1,G1792
8.152,15.273,2.479,74.996,anciennete_hta_1_0 / hdl_f_1 / imc_1_0 / nb_ttt_1_1,G1793
8.074,15.886,1.65,77.371,anciennete_hta_1_0 / fc_1_0 / pad_3_0 / ttt_statine_1,G1794
14.359,20.297,1.562,66.267,imc_1_0 / nb_ttt_2_1 / ttt_hta_bb_1 / ttt_hta_ic_1,G1795
11.927,16.977,0.891,71.661,ldl_1_0 / pas_2_1 / ttt_hta_da_1,G1796
12.39,15.095,0.712,72.511,pas_2_1 / sport_0 / sueurs_0 / ttt_hta_da_1,G1797
8.452,21.673,1.045,73.706,atcd_cv_1 / heredite_0 / taille_1_0,G1798
10.182,17.549,1.187,75.482,perim_abdo_h_0 / sueurs_0 / ttt_hta_bb_1 / ttt_statine_1,G1799
13.498,16.104,1.066,71.209,atcd_cv_1 / hdl_h_0 / hta_nc_0,G1800
20.194,15.887,0.709,66.898,ka_3_0 / mdrd_0 / pas_3_1,G1801
NA,13.65,NA,78.446,age_3_1 / fc_1_1 / mdrd_0 / ttt_hta_bsra_0,G1802
22.983,15.738,1.049,64.252,fc_1_0 / mdrd_0 / ttt_hta_bsra_0 / ttt_hta_ic_1,G1803
NA,12.884,NA,74.395,age_3_1 / hdl_h_0 / hta_nc_1 / nb_ttt_2_1,G1804
10.688,19.336,0.81,71.804,atcd_cv_1 / hdl_f_0 / nb_ttt_2_1 / pad_1_0,G1805
NA,14.479,NA,71.204,age_3_1 / diabete_1 / ka_3_0 / mdrd_0,G1806
16.045,18.873,1.006,66.763,atcd_cv_1 / atcd_depression_0 / ttt_hta_ic_1 / ttt_statine_1,G1807
5.447,20.053,0.237,79.805,atcd_cv_1 / perim_abdo_h_0 / sexe_0 / ttt_hta_epargneur_k_0,G1808
13.239,16.941,1.347,72.385,age_2_0 / atcd_cv_1 / fc_2_0 / pad_3_0,G1809
10.159,17.687,0.922,73.223,atcd_depression_1 / mdrd_0 / pad_3_0 / ttt_hta_ic_1,G1810
24.489,11.755,1.637,69.448,age_2_0 / atcd_intolerance_ttt_hta_1 / taille_2_1 / ttt_statine_1,G1811
NA,15.125,NA,72.783,age_3_0 / imc_1_0 / trigly_1 / ttt_hta_bb_1,G1812
7.113,17.626,1.474,75.254,pad_1_0 / pas_2_1 / ttt_hta_da_1,G1813
18.852,10.569,2.931,69.268,gaj_1 / mdrd_0 / pas_max_2_1 / ttt_hta_bsra_0,G1814
16.388,16.692,0.812,69.127,heredite_0 / mdrd_0 / pas_3_1,G1815
19.667,16.546,0.004,65.763,pas_1_1 / pas_max_1_1 / ttt_hta_ic_1 / ttt_hta_vasodil_1,G1816
7.237,18.676,1.396,75.429,atcd_cv_1 / hdl_h_0 / ka_1_1 / pad_1_0,G1817
10.458,16.156,2.277,72.915,heredite_0 / mdrd_0 / taille_1_0 / ttt_hta_bsra_0,G1818
9.835,14.511,1.47,75.799,anciennete_hta_1_0 / fc_2_0 / hta_nc_1 / ttt_statine_1,G1819
7.968,17.167,2.236,75.327,pad_1_0 / pas_2_1 / tabac_actif_1 / ttt_statine_1,G1820
11.911,16.72,1.773,70.287,anciennete_hta_2_0 / tabac_actif_1 / ttt_hta_ic_1 / ttt_statine_1,G1821
13.291,17.545,0.552,70.36,ka_1_1 / palpitations_0 / ttt_hta_ic_1 / ttt_hta_vasodil_1,G1822
NA,13.537,NA,73.406,age_3_1 / hdl_h_0 / pas_1_1 / ttt_hta_ic_1,G1823
19.257,16.407,0.892,66.909,hdl_f_0 / hdl_h_0 / mdrd_0 / nb_ttt_2_1,G1824
11.475,19.565,1.796,68.387,fc_1_1 / imc_1_0 / nb_ttt_2_1 / tabac_actif_1,G1825
16.205,12.59,1.248,73.151,fc_1_0 / hdl_h_0 / ttt_statine_1,G1826
12.825,16.53,1.727,69.786,atcd_cv_1 / gaj_1 / hdl_f_0 / tabac_actif_1,G1827
13.607,17.305,1.176,69.554,atcd_cv_1 / heredite_0 / hta_nc_1 / pas_1_1,G1828
17.357,20.034,0.439,66.736,palpitations_0 / ttt_hta_bb_1 / ttt_hta_vasodil_1,G1829
9.111,16.715,1.241,74.765,atcd_cv_1 / imc_2_0 / sport_1,G1830
15.791,17.795,1.302,67.235,heredite_0 / mdrd_0 / ttt_hta_epargneur_k_0 / ttt_hta_ic_1,G1831
17.598,14.883,1.415,68.77,atcd_saos_1 / imc_2_0 / sexe_1 / ttt_statine_1,G1832
8.597,19.368,1.098,74.324,cephalees_0 / taille_1_0 / ttt_hta_bb_1 / ttt_hta_da_1,G1833
NA,19.64,NA,74.403,age_3_1 / nb_ttt_2_1 / tabac_actif_1 / ttt_statine_1,G1834
NA,14.878,NA,77.101,age_3_1 / hdl_f_0 / sport_0 / ttt_statine_1,G1835
9.052,15.907,0.618,77.107,age_2_1 / atcd_cv_1 / palpitations_0 / taille_1_0,G1836
14.598,17.307,0.633,71.204,diabete_0 / ldl_1_0 / mdrd_0 / pas_2_1,G1837
21.37,14.448,1.534,66.354,pas_3_1 / sport_0 / ttt_hta_bsra_0 / ttt_statine_1,G1838
NA,27.507,NA,69.33,age_3_1 / imc_1_0 / mdrd_0 / ttt_hta_ic_1,G1839
9.761,13.687,0.184,78.601,atcd_cv_1 / fc_1_0 / pas_max_2_0 / sueurs_0,G1840
14.357,16.068,1.004,70.565,atcd_cv_1 / hdl_h_0 / pad_2_0,G1841
12.213,21.08,1.593,67.434,imc_1_0 / mdrd_0 / nb_ttt_1_1 / ttt_hta_bb_0,G1842
16.115,15.049,2.233,71.569,age_2_0 / heredite_0 / ldl_1_0 / ttt_hta_bb_1,G1843
12.318,15.577,0.871,71.604,atcd_cv_0 / atcd_depression_1 / mdrd_0 / ttt_hta_ic_1,G1844
4.86,16.698,0.826,80.144,atcd_intolerance_ttt_hta_1 / ka_2_1 / ttt_hta_antialdo_0 / ttt_hta_da_1,G1845
10.675,18.16,1.62,71.179,diabete_0 / imc_1_0 / nb_ttt_2_1 / trigly_1,G1846
8.894,18.959,1.09,74.566,cephalees_0 / ldl_1_0 / mdrd_0 / pad_1_0,G1847
9.052,24.306,1.342,70.847,anciennete_hta_1_0 / mdrd_0 / nb_ttt_1_1 / ttt_hta_bb_1,G1848
8.758,19.73,1.3,73.764,imc_1_0 / ka_1_1 / pas_3_1 / ttt_hta_bb_1,G1849
6.565,11.927,1.128,79.382,fc_1_0 / hdl_h_0 / ka_3_1 / ttt_hta_bb_1,G1850
11.34,16.875,1,73.115,fc_1_0 / heredite_0 / ttt_hta_da_1,G1851
4.615,22.265,1.936,76.64,imc_1_0 / mdrd_0 / pad_1_0 / ttt_hta_alphab_0,G1852
8.511,17.612,1.237,73.592,anciennete_hta_1_0 / imc_1_0 / nb_ttt_2_1 / perim_abdo_h_0,G1853
20.934,14.938,2.689,63.546,heredite_0 / ttt_hta_bsra_0 / ttt_hta_ic_1 / ttt_statine_1,G1854
5.836,13.963,1.561,80.876,atcd_cv_1 / atcd_intolerance_ttt_hta_0 / nb_ttt_2_0 / taille_1_0,G1855
7.652,17.491,1.068,76.317,ka_2_1 / ldl_1_0 / mdrd_0 / sport_0,G1856
NA,19.381,NA,73.287,age_3_1 / imc_2_0 / ttt_hta_ic_1 / ttt_statine_1,G1857
12.412,19.513,0.591,70.105,atcd_cv_1 / fc_1_0 / pas_max_2_1 / tabac_actif_1,G1858
9.535,17.904,1.684,75.248,age_2_0 / atcd_cv_1 / imc_2_0 / ttt_hta_alphab_0,G1859
NA,11.638,NA,76.248,age_3_1 / diabete_1 / hdl_h_0,G1860
14.903,12.485,0.591,76.674,age_2_0 / mdrd_0 / nb_ttt_1_1 / pas_max_1_0,G1861
7.703,19.026,1.524,74.8,taille_1_0 / ttt_hta_bb_1 / ttt_hta_da_1 / ttt_hta_epargneur_k_0,G1862
5.855,10.951,1.325,80.98,atcd_cv_1 / fc_1_1 / nb_ttt_1_0,G1863
9.316,15.891,0.004,75.428,htar_0 / ka_2_1 / palpitations_0 / ttt_hta_vasodil_1,G1864
3.022,8.399,2.722,86.015,atcd_depression_1 / pas_1_0 / perim_abdo_f_0 / ttt_hta_bb_0,G1865
12.291,13.228,0.198,77.276,anciennete_hta_2_1 / atcd_cv_1 / pas_max_2_0 / trigly_0,G1866
9.402,24.308,3.054,69.766,imc_1_0 / ttt_hta_bb_1 / ttt_statine_1,G1867
NA,12.546,NA,74.528,age_3_1 / diabete_1 / hdl_h_0 / nb_ttt_2_1,G1868
11.205,19.003,0.937,72.093,atcd_cv_1 / cephalees_0 / hdl_f_0 / imc_2_0,G1869
6.531,22.135,3.388,73.691,anciennete_hta_2_0 / imc_1_0 / tabac_actif_1 / ttt_statine_1,G1870
9.642,17.741,2.039,71.398,imc_1_0 / nb_ttt_2_1 / pad_1_0 / sexe_1,G1871
15.063,15.535,1.474,67.612,imc_1_0 / nb_ttt_2_1 / pad_2_1 / sexe_0,G1872
11.694,14.901,1.484,71.791,heredite_0 / ka_3_0 / ldl_2_0 / ttt_hta_da_1,G1873
5.23,14.955,1.343,77.817,hdl_h_0 / ka_3_1 / tabac_actif_1 / ttt_hta_bb_1,G1874
10.431,17.366,0.785,74.237,fc_1_0 / taille_2_0 / ttt_hta_da_1,G1875
14.336,12.229,2.998,72.767,fc_2_0 / heredite_0 / ttt_hta_bsra_0 / ttt_statine_1,G1876
NA,15.819,NA,83.31,age_3_1 / ka_2_1 / mdrd_0 / sport_1,G1877
8.722,16.217,0.905,75.903,atcd_intolerance_ttt_hta_1 / pad_3_0 / ttt_hta_antialdo_0 / ttt_hta_da_1,G1878
9.699,21.503,1.188,73.716,atcd_cv_1 / pad_2_0 / sexe_0 / ttt_statine_1,G1879
7.904,15.811,2.015,74.639,hdl_h_0 / imc_1_0 / pad_2_0 / tabac_actif_1,G1880
11.42,12.28,2.593,74.395,anciennete_hta_2_0 / diabete_1 / mdrd_0 / ttt_hta_epargneur_k_0,G1881
7.753,19.639,2.052,75.122,anciennete_hta_1_0 / pad_3_0 / ttt_hta_bb_1 / ttt_statine_1,G1882
9.743,20.854,1.729,71.896,atcd_cv_1 / heredite_0 / ttt_hta_antialdo_0 / ttt_statine_1,G1883
19.508,14.758,2.228,65.844,diabete_1 / ldl_1_0 / mdrd_0 / ttt_hta_thiazide_0,G1884
13.378,18.972,1.203,68.736,atcd_cv_1 / heredite_0 / sexe_1 / ttt_hta_bb_1,G1885
6.46,21.075,0.249,76.294,atcd_cv_1 / perim_abdo_h_0 / tabac_actif_1,G1886
8.206,21.421,1.929,72.081,imc_1_0 / mdrd_0 / pas_2_0 / sport_0,G1887
12.471,19.427,1.012,70.663,imc_1_0 / ldl_2_0 / pas_3_1 / ttt_hta_bb_1,G1888
7.891,16.444,1.003,77.449,fc_1_0 / pas_3_0 / taille_1_0 / ttt_hta_da_1,G1889
NA,14.928,NA,79.094,age_3_1 / hdl_h_0 / ldl_1_0 / pad_1_0,G1890
8.188,14.169,1.181,77.713,anciennete_hta_1_0 / ldl_1_0 / trigly_0 / ttt_hta_bb_1,G1891
NA,17.035,NA,75.592,age_3_1 / atcd_depression_0 / ttt_hta_bb_1 / ttt_statine_1,G1892
12.884,14.813,1.166,71.466,atcd_cv_1 / pad_1_1 / sexe_0 / ttt_hta_thiazide_0,G1893
13.291,22.118,1.352,66.645,imc_1_0 / nb_ttt_1_1 / pas_3_1 / tabac_actif_1,G1894
11.277,21.133,1.402,69.636,age_1_1 / atcd_cv_1 / tabac_actif_1 / ttt_statine_1,G1895
11.105,17.036,1.599,73.513,atcd_cv_1 / diabete_0 / ldl_1_1 / ttt_statine_1,G1896
NA,11.36,NA,77.185,age_3_1 / cephalees_0 / pas_3_1 / ttt_hta_bsra_0,G1897
4.446,16.244,1.127,77.641,cephalees_0 / ka_3_1 / sexe_1 / ttt_hta_da_1,G1898
18.058,16.505,1.194,65.315,mdrd_0 / pas_2_0 / ttt_hta_ic_1 / ttt_hta_thiazide_0,G1899
9.911,19.368,1.931,70.323,anciennete_hta_2_0 / imc_1_0 / nb_ttt_2_1 / tabac_actif_1,G1900
9.181,14.512,2.193,75.23,heredite_0 / imc_1_0 / ldl_1_0 / pas_2_1,G1901
8.364,15.579,0.333,78.522,atcd_cv_1 / pas_max_2_0 / ttt_hta_bb_1 / ttt_hta_central_0,G1902
10.879,24.395,2.095,68.437,hta_nc_0 / imc_1_0 / nb_ttt_2_1 / ttt_statine_1,G1903
5.8,17.122,1.363,77.223,fc_1_1 / ka_3_1 / mdrd_0 / ttt_hta_bb_1,G1904
8.378,16.765,0.842,76.259,fc_1_0 / ttt_hta_antialdo_0 / ttt_hta_da_1,G1905
NA,17.167,NA,76.057,age_3_1 / ldl_2_0 / mdrd_0 / nb_ttt_1_1,G1906
13.206,19.98,0.798,67.911,atcd_cv_1 / cephalees_0 / tabac_actif_1 / ttt_hta_ic_1,G1907
3.622,12.689,1.099,85.506,atcd_depression_1 / gaj_0 / imc_1_0 / ttt_hta_thiazide_1,G1908
15.385,18.331,0.653,69.472,atcd_cv_1 / fc_2_0 / pas_1_1 / ttt_hta_bb_1,G1909
5.646,17.737,2.366,78.356,atcd_cv_1 / gaj_1 / imc_2_0 / ka_2_1,G1910
NA,18.42,NA,75.326,age_3_1 / heredite_0 / ttt_hta_bb_1 / ttt_statine_1,G1911
7.587,17.992,2.19,76.679,pad_1_0 / taille_1_0 / ttt_hta_bb_1 / ttt_statine_1,G1912
8.086,18.883,2.281,73.636,hdl_h_0 / imc_1_0 / ttt_hta_antialdo_0 / ttt_hta_bb_1,G1913
8.717,17.956,0.963,75.984,atcd_cv_1 / diabete_0 / sexe_0,G1914
5.918,17.137,1.202,75.921,ka_3_1 / mdrd_0 / taille_1_1 / ttt_hta_bb_1,G1915
12.362,15.744,1.253,73.299,hdl_h_0 / htar_0 / mdrd_0 / taille_1_0,G1916
14.904,19.667,0.964,69.423,ldl_1_0 / mdrd_0 / ttt_hta_bb_1,G1917
13.22,20.511,1.192,69.335,age_1_1 / atcd_cv_1 / ttt_hta_bb_1 / ttt_statine_1,G1918
15.406,17.976,0.753,69.711,atcd_cv_1 / pas_1_1 / ttt_hta_bb_1,G1919
11.679,17.812,1.992,72.925,age_2_0 / atcd_cv_1 / htar_0 / imc_2_0,G1920
NA,18.431,NA,74.725,age_3_1 / ldl_1_0 / mdrd_0 / pas_2_1,G1921
17.438,14.67,0.826,71.148,fc_1_0 / hdl_h_0 / mdrd_0,G1922
9.538,11.983,1.549,73.138,imc_1_0 / pad_3_1 / pas_2_0 / tabac_actif_1,G1923
18.77,20.387,1.446,67.651,age_2_0 / imc_2_0 / mdrd_0 / nb_ttt_2_1,G1924
13.687,21.44,0.732,70.233,gaj_0 / ldl_1_0 / mdrd_0 / ttt_hta_bb_1,G1925
8.758,15.999,2.194,73.09,atcd_depression_0 / hdl_h_0 / imc_1_0 / tabac_actif_1,G1926
12.207,14.575,1.241,71.119,atcd_depression_0 / hdl_f_0 / sexe_1 / ttt_hta_da_1,G1927
17.651,17.417,0.004,66.067,htar_0 / pas_2_0 / ttt_hta_ic_1 / ttt_hta_vasodil_1,G1928
10.796,15.698,1.568,73.67,atcd_cv_1 / hdl_f_1 / taille_2_0 / ttt_hta_thiazide_0,G1929
7.566,20.84,1.374,73.963,atcd_cv_1 / imc_2_0 / tabac_actif_1 / ttt_hta_antialdo_0,G1930
8.278,21.344,3.2,71.573,atcd_intolerance_ttt_hta_0 / hdl_f_0 / imc_1_0 / ttt_statine_1,G1931
8.051,14.808,2.915,76.842,anciennete_hta_1_0 / pas_3_0 / pas_max_2_1 / ttt_statine_1,G1932
26.866,15.105,2.171,61.485,fc_2_0 / nb_ttt_1_1 / ttt_hta_bsra_0 / ttt_statine_1,G1933
6.486,20.531,2.006,76.513,imc_1_0 / ttt_hta_thiazide_1 / ttt_statine_1,G1934
10.061,21.714,0.983,70.9,anciennete_hta_1_0 / atcd_cv_1 / nb_ttt_2_1,G1935
10.869,11.708,0.968,75.77,atcd_cv_1 / taille_2_0 / ttt_hta_thiazide_0 / ttt_statine_0,G1936
16.334,16.483,0.674,71.299,mdrd_0 / pad_2_0 / pas_3_1 / trigly_0,G1937
11.519,12.806,1.827,73.691,gaj_1 / pad_3_0 / pas_2_1 / ttt_hta_da_1,G1938
10.663,19.198,1.114,73.065,anciennete_hta_2_1 / atcd_cv_1 / pad_1_0 / ttt_statine_1,G1939
14.788,16.002,1.241,70.569,atcd_cv_1 / diabete_1 / fc_2_0 / taille_2_0,G1940
5.104,18.606,1.026,79.974,atcd_cv_1 / pad_1_0 / taille_1_0 / ttt_hta_alphab_0,G1941
10.797,18.16,2.818,71.568,heredite_0 / imc_1_0 / pas_2_1 / ttt_hta_bb_1,G1942
14.454,17.851,0.816,71.061,anciennete_hta_2_1 / atcd_cv_1 / pad_2_0 / ttt_hta_bb_1,G1943
17.346,12.605,1.09,72.541,anciennete_hta_2_1 / atcd_cv_1 / fc_1_0 / gaj_1,G1944
NA,17.834,NA,78.247,age_3_1 / imc_1_0 / sexe_1 / tabac_actif_1,G1945
9.79,17.662,1.449,74.448,mdrd_0 / pad_3_0 / sport_1 / ttt_hta_bb_1,G1946
8.423,22.439,1.775,73.062,atcd_cv_1 / heredite_0 / sexe_0,G1947
15.153,17.401,0.834,69.703,anciennete_hta_1_1 / atcd_cv_1 / hdl_f_0 / ttt_hta_bb_1,G1948
16.773,17.533,1.342,69.771,anciennete_hta_1_1 / imc_2_0 / pas_3_1 / ttt_statine_1,G1949
8.585,18.059,2.053,73.693,hdl_h_0 / imc_1_0 / ttt_hta_alphab_0 / ttt_hta_bb_1,G1950
13.175,16.114,2.279,70.626,heredite_0 / hta_nc_1 / tabac_actif_1 / ttt_statine_1,G1951
NA,10.074,NA,78.539,age_3_1 / anciennete_hta_1_1 / gaj_1 / hdl_h_0,G1952
13.32,18.924,1.093,70.14,hdl_h_0 / imc_2_0 / mdrd_0 / palpitations_0,G1953
9.578,13.726,0.604,78.804,age_2_0 / atcd_cv_1 / pas_max_2_0 / ttt_hta_antialdo_0,G1954
10.902,18.276,0.9,71.749,ldl_1_0 / palpitations_0 / ttt_hta_da_1,G1955
NA,16.831,NA,73.717,age_3_1 / heredite_0 / ka_3_0 / mdrd_0,G1956
6.77,14.597,1.028,77.029,ka_2_1 / pas_2_1 / sexe_1 / ttt_hta_da_1,G1957
12.981,17.864,0.633,72.769,mdrd_0 / pas_3_1 / sexe_0 / taille_1_0,G1958
10.495,21.367,2.222,71.685,age_2_0 / gaj_0 / imc_1_0 / mdrd_0,G1959
16.072,17.764,0.746,69.243,atcd_cv_1 / atcd_depression_0 / pas_1_1 / ttt_hta_bb_1,G1960
NA,20.767,NA,72.375,age_3_0 / anciennete_hta_1_0 / imc_1_0 / mdrd_0,G1961
3.585,14.037,0.668,84.11,imc_2_0 / ka_3_1 / pas_3_1 / ttt_hta_thiazide_1,G1962
6.876,18.733,2.558,75.404,age_2_0 / pad_1_0 / ttt_hta_da_1 / ttt_hta_epargneur_k_0,G1963
9.298,18.195,1.086,76.004,atcd_cv_1 / gaj_0 / sexe_0 / ttt_hta_epargneur_k_0,G1964
11.357,19.167,0.981,73.455,anciennete_hta_1_1 / atcd_cv_1 / taille_1_0 / ttt_statine_1,G1965
18.348,15.138,1.303,70.391,age_2_0 / anciennete_hta_2_1 / hta_nc_1 / ttt_hta_da_1,G1966
6.738,13.421,0.332,80.468,atcd_cv_1 / pad_1_0 / pas_max_2_0 / sexe_1,G1967
15.292,16.581,0.006,69.736,pad_3_0 / pas_max_2_1 / ttt_hta_vasodil_1,G1968
10.397,18.453,1.244,72.787,anciennete_hta_1_0 / nb_ttt_1_1 / sueurs_0 / ttt_statine_1,G1969
NA,14.309,NA,77.128,age_3_1 / hdl_h_0 / pas_max_1_1 / ttt_statine_1,G1970
7.581,24.035,1.55,72.403,imc_1_0 / ldl_1_0 / mdrd_0 / ttt_hta_antialdo_0,G1971
17.089,14.814,0.242,71.954,ldl_1_0 / nb_ttt_2_1 / pas_3_1 / perim_abdo_h_0,G1972
7.23,19.922,0.86,75.543,diabete_0 / pad_1_0 / pas_1_1 / ttt_hta_da_1,G1973
12.999,21.486,0.597,68.883,atcd_saos_0 / ldl_1_0 / pas_3_1 / ttt_hta_da_1,G1974
11.976,16.317,0.646,73.328,fc_1_0 / sport_0 / ttt_hta_da_1 / ttt_hta_vasodil_0,G1975
19.401,17.945,0.704,66.483,mdrd_0 / pas_3_1 / sexe_1 / ttt_hta_bb_1,G1976
15.592,19.659,0.659,69.251,gaj_0 / ldl_1_0 / mdrd_0 / nb_ttt_1_1,G1977
9.77,14.519,0.208,76.424,atcd_cv_1 / ka_3_0 / perim_abdo_h_0 / ttt_hta_thiazide_0,G1978
13.061,18.963,1.332,69.461,imc_2_0 / ldl_1_0 / mdrd_0 / ttt_hta_thiazide_0,G1979
8.864,18.039,1.638,73.08,anciennete_hta_1_0 / imc_1_0 / nb_ttt_2_1 / trigly_0,G1980
7.621,17.807,1.706,74.654,anciennete_hta_1_0 / pad_1_0 / ttt_hta_bb_1 / ttt_hta_ic_1,G1981
11.295,15.004,1.044,72.669,atcd_saos_0 / hdl_f_0 / pas_2_1 / ttt_hta_da_1,G1982
11.125,18.288,0.822,71.88,age_1_1 / ldl_1_0 / sueurs_0 / ttt_hta_da_1,G1983
7.344,15.195,1.075,78.039,atcd_depression_1 / nb_ttt_1_1 / pas_max_1_1 / ttt_hta_da_1,G1984
NA,16.722,NA,75.752,age_3_1 / mdrd_0 / taille_2_0 / ttt_hta_thiazide_0,G1985
6.338,18.81,1.867,75.945,anciennete_hta_2_0 / imc_1_0 / mdrd_0 / ttt_hta_central_0,G1986
NA,17.398,NA,74.382,age_3_0 / perim_abdo_f_0 / sexe_0 / ttt_statine_1,G1987
8.897,19.002,1.853,71.7,anciennete_hta_1_0 / atcd_intolerance_ttt_hta_0 / imc_1_0 / nb_ttt_2_1,G1988
8.979,17.58,1.14,75.807,atcd_cv_1 / pas_2_0 / sexe_0,G1989
18.425,15.086,0.796,70.282,fc_1_0 / hdl_h_0 / mdrd_0 / nb_ttt_1_1,G1990
7.986,16.743,1.381,74.347,ka_3_0 / nb_ttt_1_1 / pad_1_0 / ttt_hta_da_1,G1991
9.436,18.907,1.582,70.576,anciennete_hta_1_0 / fc_1_1 / imc_1_0 / nb_ttt_2_1,G1992
18.151,15.002,1.529,69.418,age_2_0 / hdl_h_0 / htar_0 / mdrd_0,G1993
12.191,11.688,0.372,77.344,mdrd_0 / nb_ttt_2_1 / pas_max_1_0,G1994
23.104,17.222,1.302,61.417,mdrd_0 / nb_ttt_2_1 / pas_3_0 / ttt_hta_thiazide_0,G1995
3.287,18.89,2.434,79.026,anciennete_hta_1_0 / imc_1_0 / ka_3_1 / nb_ttt_1_1,G1996
15.042,16.06,1.669,69.594,hdl_h_1 / mdrd_0 / ttt_hta_bb_1 / ttt_hta_bsra_0,G1997
9.747,15.743,1.322,73.756,ka_3_0 / taille_1_0 / ttt_hta_da_1,G1998
12.395,15.629,1.131,72.186,atcd_cv_1 / pad_2_0 / palpitations_0 / ttt_hta_thiazide_0,G1999
12.141,15.738,0.505,73.435,fc_1_0 / trigly_1 / ttt_hta_da_1,G2000
9.155,19.482,0.899,73.373,anciennete_hta_1_0 / hta_nc_0 / mdrd_0 / pas_3_1,G2001
9.611,17.839,1.46,73.12,heredite_0 / ttt_hta_bb_1 / ttt_hta_da_1 / ttt_hta_epargneur_k_0,G2002
14.943,18.788,1.077,70.879,fc_1_0 / imc_2_0 / mdrd_0 / nb_ttt_2_1,G2003
13.517,15.624,0.598,71.621,fc_1_0 / sport_0 / taille_1_1 / ttt_hta_da_1,G2004
10.015,13.961,1.064,78.228,age_2_1 / fc_1_0 / mdrd_0 / taille_1_0,G2005
NA,13.893,NA,74.027,age_3_1 / hdl_h_0 / ttt_hta_ic_1,G2006
11.374,15.42,0.512,74.007,fc_1_0 / nb_ttt_2_1 / trigly_1 / ttt_hta_da_1,G2007
7.689,17.74,1.171,75.83,anciennete_hta_1_0 / mdrd_0 / pas_2_1 / taille_2_0,G2008
15.467,17.502,0.684,70.535,anciennete_hta_2_1 / atcd_cv_1 / fc_1_0 / ttt_hta_bb_1,G2009
11.694,16.96,1.078,74.181,age_2_0 / cephalees_0 / gaj_0 / ttt_hta_da_1,G2010
11.584,20.347,0.798,70.401,ldl_1_0 / sueurs_0 / ttt_hta_bb_1 / ttt_hta_da_1,G2011
7.983,17.702,2.444,74.692,hta_nc_1 / pad_1_0 / tabac_actif_1 / ttt_statine_1,G2012
16.012,18.022,1.21,65.619,atcd_intolerance_ttt_hta_0 / imc_1_0 / pas_3_1 / ttt_hta_ic_1,G2013
11.505,17.762,1.01,71.861,hdl_h_0 / ka_1_1 / ldl_1_0 / mdrd_0,G2014
9.653,16.617,0.493,73.942,fc_2_0 / ka_3_0 / pad_1_0 / ttt_hta_da_1,G2015
14.112,16.019,0.625,71.879,fc_1_0 / nb_ttt_2_1 / pas_2_1 / ttt_hta_da_1,G2016
10.694,11.016,0.841,76.502,atcd_cv_1 / pad_1_1 / sexe_0 / ttt_statine_0,G2017
4.818,15.112,1.758,80.219,atcd_cv_1 / imc_2_0 / nb_ttt_1_0 / tabac_actif_1,G2018
13.78,18.233,0.649,69.678,atcd_depression_0 / palpitations_0 / pas_3_1 / ttt_hta_da_1,G2019
9.169,17.589,0.744,76.163,atcd_cv_1 / sueurs_0 / taille_1_0 / ttt_hta_epargneur_k_0,G2020
10.723,17.502,1.017,73.552,atcd_cv_1 / fc_1_0 / htar_0 / imc_2_0,G2021
16.826,16.338,0.511,70.312,mdrd_0 / pas_3_1 / sueurs_0,G2022
12.785,8.266,0.873,78.816,hta_nc_0 / pas_3_1 / ttt_hta_bsra_0 / ttt_hta_thiazide_1,G2023
17.958,18.483,0.817,66.286,ldl_1_0 / mdrd_0 / ttt_hta_ic_1,G2024
22.753,14.662,1.037,68.329,age_2_0 / anciennete_hta_1_1 / hdl_h_0 / mdrd_0,G2025
10.885,18.479,0.947,71.581,atcd_cv_1 / fc_2_0 / tabac_actif_1,G2026
13.041,19.536,1.101,70.427,hta_nc_0 / imc_2_0 / mdrd_0 / nb_ttt_2_1,G2027
10.732,19.313,0.915,73.263,atcd_cv_1 / hdl_f_0 / sexe_0 / trigly_0,G2028
7.666,18.144,2.03,74.443,anciennete_hta_2_0 / imc_1_0 / nb_ttt_2_1 / pad_1_0,G2029
10.167,17.945,1.248,72.385,heredite_0 / ldl_1_0 / ttt_hta_da_1,G2030
13.297,15.192,1.977,71.525,atcd_cv_1 / atcd_intolerance_ttt_hta_0 / gaj_1 / ttt_hta_bb_1,G2031
13.34,18.232,0.956,70.27,anciennete_hta_2_1 / atcd_cv_1 / tabac_actif_1,G2032
6.475,19.614,0.969,73.238,atcd_cv_1 / hdl_f_0 / ka_3_1 / ttt_hta_ic_1,G2033
9.594,13.063,1.849,75.364,diabete_1 / ka_2_1 / mdrd_0 / pas_2_1,G2034
11.627,17.941,0.835,72.016,atcd_cv_1 / pad_2_0 / pas_2_1 / tabac_actif_1,G2035
12.291,17.567,0.979,72.534,atcd_intolerance_ttt_hta_0 / mdrd_0 / nb_ttt_2_1 / taille_1_0,G2036
9.263,19.807,0.865,73.338,hta_nc_0 / pas_3_1 / taille_1_0 / ttt_hta_da_1,G2037
8.869,22.048,1.356,71.463,imc_1_0 / mdrd_0 / palpitations_0 / sport_0,G2038
